,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan
4029,4030,0,Not Graduate, Yes,1200000,3000000,4,827,3200000,600000,2300000,1500000,Approved,7600000,0.4
4030,4031,1,Not Graduate, Yes,5000000,16900000,12,517,2200000,1500000,15500000,5400000,Rejected,24600000,0.2958579881656805
4031,4032,5,Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000,Approved,47700000,0.39271255060728744
4032,4033,2,Not Graduate, Yes,7000000,23800000,10,689,8400000,5400000,15700000,7800000,Approved,37300000,0.29411764705882354
4033,4034,1,Graduate, No,4100000,9100000,20,550,9900000,5200000,10800000,4800000,Approved,30700000,0.45054945054945056
4034,4035,0,Graduate, Yes,5300000,12900000,20,826,15500000,6800000,12000000,5200000,Approved,39500000,0.4108527131782946
4035,4036,1,Not Graduate, No,7300000,19200000,14,599,18400000,5400000,15900000,3700000,Approved,43400000,0.3802083333333333
4036,4037,1,Graduate, No,6500000,18500000,16,815,6300000,10000000,13400000,4000000,Approved,33700000,0.35135135135135137
4037,4038,4,Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000,Approved,3700000,0.42857142857142855
4038,4039,3,Not Graduate, Yes,5200000,15000000,20,432,6900000,5000000,15600000,5100000,Rejected,32600000,0.3466666666666667
4039,4040,4,Not Graduate, Yes,2800000,9200000,18,442,5800000,4800000,8400000,1300000,Rejected,20300000,0.30434782608695654
4040,4041,1,Graduate, Yes,7800000,23300000,6,620,3500000,2100000,22200000,7600000,Approved,35400000,0.33476394849785407
4041,4042,2,Graduate, No,3000000,6500000,4,476,7900000,300000,9400000,1500000,Rejected,19100000,0.46153846153846156
4042,4043,4,Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000,Approved,58100000,0.2664756446991404
4043,4044,3,Not Graduate, Yes,5100000,18000000,6,510,13400000,6600000,17200000,7600000,Rejected,44800000,0.2833333333333333
4044,4045,4,Not Graduate, Yes,4300000,16100000,18,849,3800000,6600000,17100000,6400000,Approved,33900000,0.2670807453416149
4045,4046,3,Graduate, No,1100000,2100000,8,737,2900000,2000000,2500000,900000,Approved,8300000,0.5238095238095238
4046,4047,2,Graduate, No,6500000,16200000,10,809,14000000,4700000,13200000,8600000,Approved,40500000,0.4012345679012346
4047,4048,3,Not Graduate, No,6400000,23000000,8,520,12100000,11400000,16000000,3800000,Rejected,43300000,0.2782608695652174
4048,4049,2,Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000,Approved,40700000,0.3288888888888889
4049,4050,4,Graduate, No,8700000,32100000,8,397,8900000,17000000,34700000,4800000,Rejected,65400000,0.27102803738317754
4050,4051,0,Not Graduate, No,9200000,24700000,14,438,4800000,16000000,20600000,10700000,Rejected,52100000,0.3724696356275304
4051,4052,1,Graduate, Yes,6200000,19700000,18,820,11200000,3400000,15600000,4700000,Approved,34900000,0.3147208121827411
4052,4053,1,Not Graduate, No,1200000,4600000,20,323,2000000,1700000,2600000,1400000,Rejected,7700000,0.2608695652173913
4053,4054,1,Not Graduate, Yes,7000000,20300000,14,837,7700000,2200000,19700000,5500000,Approved,35100000,0.3448275862068966
4054,4055,5,Graduate, Yes,3800000,10100000,2,571,7400000,6600000,12600000,3300000,Approved,29900000,0.37623762376237624
4055,4056,0,Graduate, No,4900000,16300000,14,479,1600000,6400000,18600000,2700000,Rejected,29300000,0.3006134969325153
4056,4057,2,Graduate, Yes,7800000,22100000,6,533,11900000,2500000,19300000,10800000,Rejected,44500000,0.35294117647058826
4057,4058,1,Not Graduate, Yes,7400000,17200000,8,899,16500000,8700000,16700000,4900000,Approved,46800000,0.43023255813953487
4058,4059,1,Not Graduate, No,7000000,26600000,16,460,20500000,3300000,27700000,4600000,Rejected,56100000,0.2631578947368421
4059,4060,1,Not Graduate, No,4900000,12500000,2,636,14200000,6400000,13900000,5000000,Approved,39500000,0.392
4060,4061,3,Not Graduate, No,5800000,20600000,20,434,8400000,2700000,22600000,7000000,Rejected,40700000,0.2815533980582524
4061,4062,5,Not Graduate, No,2000000,6900000,18,516,4600000,3400000,6500000,1600000,Rejected,16100000,0.2898550724637681
4062,4063,4,Graduate, No,8300000,24600000,2,382,1400000,1200000,16700000,6600000,Rejected,25900000,0.33739837398373984
4063,4064,0,Graduate, Yes,1000000,2800000,12,616,700000,700000,3900000,700000,Approved,6000000,0.35714285714285715
4064,4065,3,Graduate, No,5500000,11600000,6,745,9400000,8000000,12800000,5400000,Approved,35600000,0.47413793103448276
4065,4066,5,Graduate, No,1400000,3400000,6,697,2000000,500000,4600000,1600000,Approved,8700000,0.4117647058823529
4066,4067,4,Graduate, No,3700000,12300000,6,364,5900000,4200000,13700000,4400000,Rejected,28200000,0.3008130081300813
4067,4068,2,Not Graduate, Yes,2100000,6900000,2,566,700000,1500000,8100000,1000000,Approved,11300000,0.30434782608695654
4068,4069,4,Not Graduate, No,6200000,21900000,12,462,9400000,2000000,16600000,8300000,Rejected,36300000,0.2831050228310502
4069,4070,0,Not Graduate, No,9300000,31900000,2,331,7100000,11200000,23700000,8000000,Approved,50000000,0.29153605015673983
4070,4071,3,Not Graduate, Yes,5100000,10300000,12,839,13400000,5400000,10700000,7500000,Approved,37000000,0.49514563106796117
4071,4072,0,Graduate, Yes,7000000,14000000,4,702,9000000,3100000,21400000,7600000,Approved,41100000,0.5
4072,4073,3,Graduate, Yes,5300000,17900000,2,580,10200000,6400000,11600000,3600000,Approved,31800000,0.29608938547486036
4073,4074,3,Graduate, No,900000,2800000,10,560,2700000,300000,1900000,1300000,Approved,6200000,0.32142857142857145
4074,4075,4,Not Graduate, Yes,9400000,25700000,14,845,27300000,4100000,26500000,12200000,Approved,70100000,0.3657587548638132
4075,4076,4,Not Graduate, Yes,2600000,8500000,4,392,5500000,100000,8800000,2900000,Approved,17300000,0.3058823529411765
4076,4077,2,Graduate, No,1500000,4900000,16,387,-100000,2400000,3700000,1300000,Rejected,7300000,0.30612244897959184
4077,4078,1,Graduate, Yes,1800000,6300000,12,749,4200000,200000,3800000,2700000,Approved,10900000,0.2857142857142857
4078,4079,3,Graduate, Yes,7800000,20000000,14,727,4600000,7200000,17300000,8600000,Approved,37700000,0.39
4079,4080,3,Graduate, Yes,2100000,7400000,14,656,5600000,400000,5200000,2800000,Approved,14000000,0.28378378378378377
4080,4081,0,Not Graduate, Yes,8300000,17500000,20,643,24800000,8900000,18800000,5100000,Approved,57600000,0.4742857142857143
4081,4082,2,Not Graduate, Yes,4400000,16800000,4,307,12800000,7200000,9700000,5800000,Approved,35500000,0.2619047619047619
4082,4083,2,Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000,Approved,14000000,0.46
4083,4084,3,Graduate, Yes,7700000,22300000,20,895,22200000,13300000,23900000,9100000,Approved,68500000,0.3452914798206278
4084,4085,0,Not Graduate, Yes,9300000,29400000,10,351,24200000,6800000,35800000,6100000,Rejected,72900000,0.3163265306122449
4085,4086,5,Not Graduate, No,5900000,16400000,12,891,10200000,10400000,19600000,4700000,Approved,44900000,0.3597560975609756
4086,4087,5,Not Graduate, Yes,1900000,4900000,4,442,3200000,2100000,5800000,900000,Rejected,12000000,0.3877551020408163
4087,4088,0,Not Graduate, No,6900000,19500000,20,686,2300000,8700000,16400000,6200000,Approved,33600000,0.35384615384615387
4088,4089,4,Graduate, Yes,2100000,8200000,20,432,6000000,900000,5600000,1000000,Rejected,13500000,0.25609756097560976
4089,4090,0,Not Graduate, No,8200000,20900000,14,766,4400000,12300000,18400000,12100000,Approved,47200000,0.3923444976076555
4090,4091,4,Not Graduate, No,7700000,17200000,6,561,6000000,5000000,15400000,6800000,Approved,33200000,0.4476744186046512
4091,4092,5,Not Graduate, No,7700000,19000000,2,539,4000000,14500000,29300000,4100000,Rejected,51900000,0.4052631578947368
4092,4093,1,Graduate, No,700000,1400000,6,759,1000000,500000,2600000,700000,Approved,4800000,0.5
4093,4094,5,Graduate, No,7100000,18200000,8,750,21000000,7900000,20800000,5300000,Approved,55000000,0.3901098901098901
4094,4095,2,Graduate, No,3900000,13600000,10,373,11600000,1000000,8400000,3600000,Rejected,24600000,0.2867647058823529
4095,4096,1,Not Graduate, Yes,5200000,20500000,10,407,1100000,3400000,18200000,3800000,Rejected,26500000,0.25365853658536586
4096,4097,4,Not Graduate, No,5500000,20200000,14,611,13700000,5700000,15100000,7200000,Approved,41700000,0.2722772277227723
4097,4098,3,Graduate, No,2600000,6300000,10,783,6500000,2400000,6500000,2600000,Approved,18000000,0.4126984126984127
4098,4099,0,Not Graduate, Yes,7300000,24000000,18,651,16600000,100000,19600000,4500000,Approved,40800000,0.30416666666666664
4099,4100,3,Graduate, No,8700000,31100000,16,760,400000,1800000,19300000,4800000,Rejected,26300000,0.2797427652733119
4100,4101,3,Graduate, No,9000000,22700000,16,793,11700000,10800000,35000000,7000000,Approved,64500000,0.3964757709251101
4101,4102,4,Graduate, No,400000,800000,16,685,500000,300000,1300000,600000,Approved,2700000,0.5
4102,4103,2,Not Graduate, Yes,3300000,10700000,8,806,5700000,600000,11500000,4900000,Approved,22700000,0.308411214953271
4103,4104,1,Not Graduate, No,6300000,17800000,12,770,6000000,3000000,17000000,3200000,Approved,29200000,0.3539325842696629
4104,4105,0,Not Graduate, No,7000000,23600000,14,663,13800000,9100000,21300000,7200000,Approved,51400000,0.2966101694915254
4105,4106,2,Graduate, Yes,2100000,8100000,4,592,2000000,2500000,7900000,2700000,Approved,15100000,0.25925925925925924
4106,4107,3,Not Graduate, No,7600000,26300000,18,580,19100000,14600000,25500000,5100000,Approved,64300000,0.2889733840304182
4107,4108,1,Graduate, No,8200000,17500000,4,609,4500000,5600000,24100000,7700000,Approved,41900000,0.4685714285714286
4108,4109,3,Not Graduate, Yes,9200000,23200000,8,380,13100000,15500000,18900000,6100000,Rejected,53600000,0.39655172413793105
4109,4110,3,Graduate, No,3800000,12100000,20,364,4100000,5100000,11600000,3000000,Rejected,23800000,0.3140495867768595
4110,4111,1,Graduate, No,3200000,8900000,12,866,5100000,700000,9900000,2400000,Approved,18100000,0.3595505617977528
4111,4112,4,Not Graduate, No,9700000,31700000,10,342,700000,100000,36700000,12000000,Rejected,49500000,0.305993690851735
4112,4113,5,Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000,Approved,27400000,0.3263888888888889
4113,4114,4,Graduate, Yes,3800000,12500000,18,859,3900000,4600000,8200000,2700000,Approved,19400000,0.304
4114,4115,4,Graduate, No,400000,1000000,20,692,500000,400000,1600000,200000,Approved,2700000,0.4
4115,4116,4,Not Graduate, Yes,3200000,6800000,16,675,8000000,1900000,6800000,4000000,Approved,20700000,0.47058823529411764
4116,4117,5,Graduate, Yes,3900000,12700000,8,886,3500000,5800000,14900000,5400000,Approved,29600000,0.30708661417322836
4117,4118,1,Graduate, Yes,3500000,13100000,10,477,3200000,6200000,7500000,3100000,Rejected,20000000,0.26717557251908397
4118,4119,2,Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000,Approved,18000000,0.26506024096385544
4119,4120,4,Not Graduate, No,6400000,19700000,20,400,2300000,6100000,20100000,6200000,Rejected,34700000,0.3248730964467005
4120,4121,3,Graduate, No,9100000,19900000,2,711,2200000,17900000,24300000,13000000,Approved,57400000,0.457286432160804
4121,4122,0,Not Graduate, Yes,3300000,8900000,2,418,4200000,6000000,9300000,3700000,Rejected,23200000,0.3707865168539326
4122,4123,3,Graduate, No,7800000,21800000,8,517,7700000,5100000,19500000,9100000,Rejected,41400000,0.3577981651376147
4123,4124,0,Not Graduate, Yes,6200000,16200000,6,508,5600000,5700000,21500000,3600000,Rejected,36400000,0.38271604938271603
4124,4125,3,Not Graduate, Yes,7000000,26100000,18,689,17200000,5700000,20500000,5900000,Approved,49300000,0.2681992337164751
4125,4126,0,Graduate, No,9200000,28200000,12,455,19200000,6400000,34700000,5900000,Rejected,66200000,0.3262411347517731
4126,4127,5,Not Graduate, Yes,7500000,20800000,6,617,100000,14200000,19300000,8200000,Approved,41800000,0.3605769230769231
4127,4128,2,Graduate, No,5300000,13200000,10,500,4700000,9800000,20400000,2900000,Rejected,37800000,0.4015151515151515
4128,4129,5,Not Graduate, Yes,6800000,22800000,14,382,17600000,700000,21700000,5800000,Rejected,45800000,0.2982456140350877
4129,4130,1,Not Graduate, No,7900000,20800000,18,538,10000000,9700000,29900000,10600000,Rejected,60200000,0.3798076923076923
4130,4131,0,Not Graduate, Yes,6200000,14900000,8,855,-100000,7200000,14200000,8200000,Approved,29500000,0.4161073825503356
4131,4132,1,Graduate, No,1000000,3000000,18,614,1800000,1700000,3700000,700000,Approved,7900000,0.3333333333333333
4132,4133,2,Graduate, Yes,7800000,25400000,10,513,22100000,600000,23500000,9800000,Rejected,56000000,0.30708661417322836
4133,4134,5,Graduate, Yes,3000000,8800000,14,402,5600000,5300000,8600000,4200000,Rejected,23700000,0.3409090909090909
4134,4135,5,Graduate, Yes,5700000,15000000,20,819,15500000,9800000,14100000,3400000,Approved,42800000,0.38
4135,4136,4,Not Graduate, No,6600000,25400000,12,622,9200000,3500000,19900000,7500000,Approved,40100000,0.25984251968503935
4136,4137,4,Graduate, Yes,7100000,18200000,4,790,2500000,2200000,25500000,9600000,Approved,39800000,0.3901098901098901
4137,4138,3,Graduate, Yes,1300000,4800000,14,808,3100000,2000000,5100000,1500000,Approved,11700000,0.2708333333333333
4138,4139,2,Not Graduate, No,5200000,16800000,18,369,5400000,8600000,17000000,6800000,Rejected,37800000,0.30952380952380953
4139,4140,3,Graduate, No,5600000,20300000,4,330,16100000,5100000,15300000,4200000,Approved,40700000,0.27586206896551724
4140,4141,2,Graduate, No,7100000,16500000,14,857,3700000,10700000,18500000,8200000,Approved,41100000,0.4303030303030303
4141,4142,2,Graduate, No,5100000,19100000,8,457,13200000,5100000,16400000,7600000,Rejected,42300000,0.2670157068062827
4142,4143,3,Not Graduate, Yes,7600000,29300000,8,843,21500000,3000000,22800000,11200000,Approved,58500000,0.2593856655290102
4143,4144,0,Graduate, Yes,2500000,5400000,6,463,1900000,3500000,8200000,1800000,Rejected,15400000,0.46296296296296297
4144,4145,3,Graduate, No,6900000,22800000,16,582,17700000,2200000,23500000,4400000,Approved,47800000,0.3026315789473684
4145,4146,0,Graduate, No,3100000,6500000,2,391,100000,3800000,9900000,2400000,Rejected,16200000,0.47692307692307695
4146,4147,2,Graduate, Yes,9700000,35100000,20,612,13400000,13500000,38200000,6500000,Approved,71600000,0.27635327635327633
4147,4148,0,Not Graduate, Yes,5800000,12600000,2,859,13500000,4700000,21200000,4500000,Approved,43900000,0.4603174603174603
4148,4149,4,Not Graduate, No,7600000,18600000,18,779,9100000,5600000,15200000,10000000,Approved,39900000,0.40860215053763443
4149,4150,5,Not Graduate, No,700000,2800000,2,561,900000,400000,1900000,800000,Approved,4000000,0.25
4150,4151,3,Graduate, No,2300000,5600000,18,420,1300000,600000,6700000,2100000,Rejected,10700000,0.4107142857142857
4151,4152,3,Not Graduate, No,1600000,3300000,8,609,4700000,100000,6000000,800000,Approved,11600000,0.48484848484848486
4152,4153,4,Not Graduate, No,8100000,19300000,14,821,16500000,8500000,25800000,8300000,Approved,59100000,0.41968911917098445
4153,4154,1,Graduate, No,7700000,17100000,14,603,11100000,12100000,30300000,7100000,Approved,60600000,0.4502923976608187
4154,4155,4,Graduate, No,1500000,3400000,10,778,3800000,300000,4000000,2200000,Approved,10300000,0.4411764705882353
4155,4156,3,Not Graduate, No,7400000,23500000,2,460,20600000,12200000,25900000,9200000,Approved,67900000,0.3148936170212766
4156,4157,4,Not Graduate, Yes,8900000,27100000,18,363,7800000,9600000,25400000,12700000,Rejected,55500000,0.3284132841328413
4157,4158,0,Graduate, No,2400000,5300000,16,482,5500000,4200000,8400000,2600000,Rejected,20700000,0.4528301886792453
4158,4159,5,Graduate, No,5600000,20300000,4,772,10600000,6000000,13600000,7600000,Approved,37800000,0.27586206896551724
4159,4160,4,Graduate, No,5900000,14400000,6,745,15300000,5100000,16500000,3000000,Approved,39900000,0.4097222222222222
4160,4161,1,Graduate, No,1600000,3300000,2,513,400000,1300000,4600000,2200000,Rejected,8500000,0.48484848484848486
4161,4162,5,Not Graduate, No,1100000,4000000,2,362,1800000,1300000,3500000,1100000,Approved,7700000,0.275
4162,4163,2,Graduate, Yes,6600000,25600000,6,740,10900000,1900000,18900000,9200000,Approved,40900000,0.2578125
4163,4164,3,Graduate, No,8900000,24400000,10,774,11200000,6100000,31400000,7300000,Approved,56000000,0.36475409836065575
4164,4165,1,Graduate, Yes,6400000,16400000,20,555,6000000,2500000,20100000,7400000,Approved,36000000,0.3902439024390244
4165,4166,4,Not Graduate, Yes,8200000,17300000,12,588,9700000,1200000,20700000,4800000,Approved,36400000,0.47398843930635837
4166,4167,1,Graduate, No,500000,1300000,14,619,1500000,100000,2000000,500000,Approved,4100000,0.38461538461538464
4167,4168,0,Graduate, No,9700000,31600000,18,607,24300000,7900000,32400000,7500000,Approved,72100000,0.3069620253164557
4168,4169,3,Not Graduate, Yes,7100000,16700000,4,435,1700000,9600000,24300000,6200000,Rejected,41800000,0.4251497005988024
4169,4170,4,Not Graduate, Yes,1400000,3400000,14,835,3100000,100000,4100000,2100000,Approved,9400000,0.4117647058823529
4170,4171,1,Not Graduate, No,7200000,28100000,14,767,10000000,10400000,27500000,4000000,Approved,51900000,0.25622775800711745
4171,4172,1,Graduate, Yes,8400000,26200000,14,643,19400000,11500000,17900000,6900000,Approved,55700000,0.32061068702290074
4172,4173,4,Not Graduate, No,4300000,13900000,2,894,10100000,100000,8600000,3300000,Approved,22100000,0.30935251798561153
4173,4174,0,Not Graduate, Yes,8800000,29800000,8,343,20000000,4900000,33300000,12200000,Rejected,70400000,0.2953020134228188
4174,4175,4,Not Graduate, No,4000000,15100000,8,800,8700000,6900000,12200000,4400000,Approved,32200000,0.26490066225165565
4175,4176,3,Not Graduate, Yes,6900000,17900000,18,494,7700000,11200000,15400000,8700000,Rejected,43000000,0.3854748603351955
4176,4177,4,Graduate, No,9600000,33000000,14,336,5800000,8500000,30100000,4900000,Rejected,49300000,0.2909090909090909
4177,4178,2,Not Graduate, No,6900000,16500000,16,785,19600000,8600000,27100000,3600000,Approved,58900000,0.41818181818181815
4178,4179,1,Not Graduate, Yes,3600000,13400000,16,732,5200000,6700000,7300000,3300000,Approved,22500000,0.26865671641791045
4179,4180,2,Not Graduate, No,1900000,4600000,12,587,3000000,1300000,4800000,1100000,Approved,10200000,0.41304347826086957
