,Unnamed: 0.1,Unnamed: 0,loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets,inc_loan,cibil_bucket,asset_bucket,term_bucket
3503,3503,3503,3504,5,Graduate, Yes,1000000,3500000,18,882,900000,500000,2900000,600000,Approved,4900000,0.2857142857142857,800-900,10L-50L,15-20
3504,3504,3504,3505,5,Graduate, Yes,9900000,25900000,4,860,7800000,200000,38000000,5400000,Approved,51400000,0.3822393822393822,800-900,250L-10C,0-5
3505,3505,3505,3506,2,Graduate, Yes,5700000,15100000,18,330,5900000,3800000,16600000,6200000,Rejected,32500000,0.3774834437086092,300-499,250L-10C,15-20
3506,3506,3506,3507,5,Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000,Rejected,5400000,0.2916666666666667,300-499,50L-100L,15-20
3507,3507,3507,3508,0,Not Graduate, Yes,9600000,23800000,12,788,9900000,14400000,21200000,10400000,Approved,55900000,0.4033613445378151,700-799,250L-10C,10-15
3508,3508,3508,3509,1,Not Graduate, No,9300000,28900000,6,526,11100000,1600000,19700000,11000000,Rejected,43400000,0.3217993079584775,500-599,250L-10C,5-10
3509,3509,3509,3510,0,Graduate, No,9500000,28400000,18,577,6200000,10300000,30200000,14100000,Approved,60800000,0.3345070422535211,500-599,250L-10C,15-20
3510,3510,3510,3511,4,Graduate, Yes,8700000,23400000,16,372,10600000,11700000,20000000,8000000,Rejected,50300000,0.3717948717948718,300-499,250L-10C,15-20
3511,3511,3511,3512,5,Graduate, Yes,7300000,21000000,14,759,15500000,8000000,20300000,10800000,Approved,54600000,0.3476190476190476,700-799,250L-10C,10-15
3512,3512,3512,3513,3,Graduate, Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000,Rejected,25600000,0.3228346456692913,300-499,250L-10C,5-10
3513,3513,3513,3514,2,Graduate, No,2900000,10200000,4,789,1200000,4100000,6100000,3600000,Approved,15000000,0.284313725490196,700-799,100L-250L,0-5
3514,3514,3514,3515,3,Graduate, Yes,7500000,17900000,2,680,7000000,11800000,25000000,6300000,Approved,50100000,0.4189944134078212,600-699,250L-10C,0-5
3515,3515,3515,3516,1,Graduate, No,7900000,25700000,20,681,14900000,3000000,18100000,8800000,Approved,44800000,0.3073929961089494,600-699,250L-10C,15-20
3516,3516,3516,3517,1,Graduate, Yes,6900000,22300000,16,673,17400000,100000,21300000,9000000,Approved,47800000,0.3094170403587444,600-699,250L-10C,15-20
3517,3517,3517,3518,0,Not Graduate, No,6900000,22900000,10,313,5600000,9300000,26200000,8000000,Rejected,49100000,0.3013100436681222,300-499,250L-10C,5-10
3518,3518,3518,3519,0,Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000,Approved,40100000,0.2553191489361702,500-599,250L-10C,15-20
3519,3519,3519,3520,5,Graduate, Yes,7700000,24400000,8,453,1400000,7700000,22000000,10000000,Rejected,41100000,0.3155737704918033,300-499,250L-10C,5-10
3520,3520,3520,3521,3,Not Graduate, No,6900000,22700000,4,650,900000,13400000,15500000,6400000,Approved,36200000,0.3039647577092511,600-699,250L-10C,0-5
3521,3521,3521,3522,1,Not Graduate, No,1200000,4500000,4,439,3200000,1800000,2900000,1200000,Approved,9100000,0.2666666666666666,300-499,50L-100L,0-5
3522,3522,3522,3523,1,Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000,Approved,22200000,0.3020833333333333,600-699,100L-250L,0-5
3523,3523,3523,3524,4,Graduate, Yes,5500000,18900000,6,379,13900000,9100000,18500000,3100000,Rejected,44600000,0.291005291005291,300-499,250L-10C,5-10
3524,3524,3524,3525,4,Graduate, Yes,3200000,10700000,4,450,7300000,3000000,8200000,1800000,Approved,20300000,0.2990654205607476,300-499,100L-250L,0-5
3525,3525,3525,3526,5,Not Graduate, No,2600000,8200000,4,849,7400000,2000000,8900000,2700000,Approved,21000000,0.3170731707317073,800-900,100L-250L,0-5
3526,3526,3526,3527,0,Graduate, No,500000,1600000,18,865,1400000,400000,1000000,200000,Approved,3000000,0.3125,800-900,10L-50L,15-20
3527,3527,3527,3528,0,Graduate, No,1800000,6900000,10,853,900000,400000,3700000,1700000,Rejected,6700000,0.2608695652173913,800-900,50L-100L,5-10
3528,3528,3528,3529,0,Not Graduate, No,1300000,4900000,12,555,2400000,1200000,4100000,1700000,Approved,9400000,0.2653061224489796,500-599,50L-100L,10-15
3529,3529,3529,3530,1,Not Graduate, No,9900000,20700000,20,821,12700000,8200000,38100000,11100000,Approved,70100000,0.4782608695652174,800-900,250L-10C,15-20
3530,3530,3530,3531,0,Not Graduate, No,2000000,4700000,2,820,4700000,500000,7900000,1200000,Approved,14300000,0.425531914893617,800-900,100L-250L,0-5
3531,3531,3531,3532,1,Not Graduate, No,5100000,15300000,4,721,7000000,6100000,15300000,5900000,Approved,34300000,0.3333333333333333,700-799,250L-10C,0-5
3532,3532,3532,3533,4,Graduate, Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000,Approved,56200000,0.3416666666666667,800-900,250L-10C,15-20
3533,3533,3533,3534,5,Not Graduate, No,4200000,12600000,18,571,8900000,3200000,11700000,6200000,Approved,30000000,0.3333333333333333,500-599,250L-10C,15-20
3534,3534,3534,3535,2,Not Graduate, Yes,1300000,4900000,8,582,2100000,1800000,3400000,1700000,Approved,9000000,0.2653061224489796,500-599,50L-100L,5-10
3535,3535,3535,3536,1,Not Graduate, Yes,4600000,13600000,18,487,11200000,8500000,15500000,5400000,Rejected,40600000,0.3382352941176471,300-499,250L-10C,15-20
3536,3536,3536,3537,1,Not Graduate, No,6600000,19700000,12,758,16000000,4400000,18800000,9500000,Approved,48700000,0.3350253807106599,700-799,250L-10C,10-15
3537,3537,3537,3538,2,Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000,Approved,50600000,0.2757475083056478,600-699,250L-10C,15-20
3538,3538,3538,3539,0,Graduate, No,6900000,20700000,16,857,17100000,13700000,14600000,8800000,Approved,54200000,0.3333333333333333,800-900,250L-10C,15-20
3539,3539,3539,3540,4,Graduate, Yes,4700000,12500000,8,678,13700000,200000,9800000,7000000,Approved,30700000,0.376,600-699,250L-10C,5-10
3540,3540,3540,3541,1,Graduate, No,7900000,15800000,8,551,800000,3500000,18700000,8300000,Approved,31300000,0.5,500-599,250L-10C,5-10
3541,3541,3541,3542,3,Not Graduate, No,8800000,24900000,16,668,16700000,17200000,30000000,10500000,Approved,74400000,0.3534136546184739,600-699,250L-10C,15-20
3542,3542,3542,3543,1,Graduate, No,6500000,23400000,2,672,5000000,10400000,16700000,7600000,Approved,39700000,0.2777777777777778,600-699,250L-10C,0-5
3543,3543,3543,3544,3,Not Graduate, No,3500000,13700000,4,439,5200000,2800000,13000000,4400000,Approved,25400000,0.2554744525547445,300-499,250L-10C,0-5
3544,3544,3544,3545,2,Not Graduate, Yes,8200000,19600000,16,636,11500000,2300000,28800000,10700000,Approved,53300000,0.4183673469387755,600-699,250L-10C,15-20
3545,3545,3545,3546,0,Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000,Rejected,11700000,0.3333333333333333,300-499,100L-250L,10-15
3546,3546,3546,3547,5,Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000,Approved,15700000,0.3292682926829268,800-900,100L-250L,0-5
3547,3547,3547,3548,0,Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000,Approved,39600000,0.3011363636363636,700-799,250L-10C,0-5
3548,3548,3548,3549,2,Not Graduate, No,9900000,19900000,6,312,21400000,2200000,31400000,11000000,Rejected,66000000,0.4974874371859296,300-499,250L-10C,5-10
3549,3549,3549,3550,2,Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000,Approved,24200000,0.2564102564102564,700-799,100L-250L,10-15
3550,3550,3550,3551,2,Not Graduate, No,9100000,18600000,20,403,18400000,11700000,20300000,9200000,Rejected,59600000,0.489247311827957,300-499,250L-10C,15-20
3551,3551,3551,3552,3,Not Graduate, Yes,7600000,26400000,14,867,9200000,700000,27900000,7400000,Approved,45200000,0.2878787878787879,800-900,250L-10C,10-15
3552,3552,3552,3553,0,Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000,Approved,29800000,0.2921348314606741,500-599,250L-10C,15-20
3553,3553,3553,3554,5,Graduate, No,1800000,6000000,4,548,1400000,2400000,6500000,2600000,Approved,12900000,0.3,500-599,100L-250L,0-5
3554,3554,3554,3555,0,Not Graduate, No,7300000,28200000,16,486,15300000,8800000,16400000,7700000,Rejected,48200000,0.2588652482269503,300-499,250L-10C,15-20
3555,3555,3555,3556,4,Graduate, No,3200000,11600000,6,635,3300000,4600000,6500000,3900000,Approved,18300000,0.2758620689655172,600-699,100L-250L,5-10
3556,3556,3556,3557,5,Graduate, No,5200000,20700000,2,538,3200000,2000000,14600000,3600000,Approved,23400000,0.251207729468599,500-599,100L-250L,0-5
3557,3557,3557,3558,4,Not Graduate, No,7100000,28200000,14,496,6300000,10900000,27700000,4600000,Rejected,49500000,0.25177304964539,300-499,250L-10C,10-15
3558,3558,3558,3559,4,Graduate, Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000,Rejected,7700000,0.2916666666666667,300-499,50L-100L,5-10
3559,3559,3559,3560,4,Not Graduate, No,2700000,10700000,6,857,7400000,4200000,8200000,2800000,Approved,22600000,0.2523364485981308,800-900,100L-250L,5-10
3560,3560,3560,3561,5,Graduate, Yes,6500000,18100000,10,360,15700000,10600000,20200000,6100000,Rejected,52600000,0.3591160220994475,300-499,250L-10C,5-10
3561,3561,3561,3562,4,Graduate, No,9300000,35900000,18,461,9800000,12700000,26200000,11400000,Rejected,60100000,0.2590529247910863,300-499,250L-10C,15-20
3562,3562,3562,3563,0,Graduate, Yes,6700000,14900000,16,638,3300000,6900000,22300000,8100000,Approved,40600000,0.4496644295302013,600-699,250L-10C,15-20
3563,3563,3563,3564,5,Graduate, No,6800000,19300000,6,865,12100000,100000,22900000,9000000,Approved,44100000,0.3523316062176165,800-900,250L-10C,5-10
3564,3564,3564,3565,5,Not Graduate, No,5600000,13600000,4,449,5900000,5700000,18800000,4300000,Rejected,34700000,0.4117647058823529,300-499,250L-10C,0-5
3565,3565,3565,3566,1,Not Graduate, Yes,1900000,4700000,2,870,4700000,2300000,3900000,2300000,Approved,13200000,0.4042553191489361,800-900,100L-250L,0-5
3566,3566,3566,3567,5,Not Graduate, No,8400000,19500000,6,815,5300000,2500000,24000000,7200000,Approved,39000000,0.4307692307692308,800-900,250L-10C,5-10
3567,3567,3567,3568,2,Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000,Rejected,14400000,0.3472222222222222,300-499,100L-250L,15-20
3568,3568,3568,3569,1,Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000,Approved,15000000,0.2929292929292929,700-799,100L-250L,15-20
3569,3569,3569,3570,3,Graduate, Yes,3200000,7400000,2,543,3600000,4500000,11200000,4600000,Rejected,23900000,0.4324324324324324,500-599,100L-250L,0-5
3570,3570,3570,3571,4,Not Graduate, Yes,3000000,10900000,2,786,7600000,3300000,8000000,3200000,Approved,22100000,0.2752293577981651,700-799,100L-250L,0-5
3571,3571,3571,3572,3,Graduate, Yes,800000,2500000,20,395,1500000,300000,1600000,500000,Rejected,3900000,0.32,300-499,10L-50L,15-20
3572,3572,3572,3573,2,Not Graduate, Yes,400000,1300000,2,885,200000,300000,1100000,500000,Approved,2100000,0.3076923076923077,800-900,10L-50L,0-5
3573,3573,3573,3574,2,Not Graduate, No,4400000,10600000,20,488,10800000,2400000,13200000,4600000,Rejected,31000000,0.4150943396226415,300-499,250L-10C,15-20
3574,3574,3574,3575,2,Not Graduate, Yes,8700000,19900000,10,829,7500000,10500000,20200000,8400000,Approved,46600000,0.4371859296482412,800-900,250L-10C,5-10
3575,3575,3575,3576,4,Not Graduate, No,7400000,15400000,6,677,22000000,13500000,28900000,7400000,Approved,71800000,0.4805194805194805,600-699,250L-10C,5-10
3576,3576,3576,3577,4,Not Graduate, Yes,5700000,14400000,12,645,14500000,8600000,12900000,4700000,Approved,40700000,0.3958333333333333,600-699,250L-10C,10-15
3577,3577,3577,3578,5,Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000,Approved,54900000,0.3514492753623188,700-799,250L-10C,5-10
3578,3578,3578,3579,2,Not Graduate, No,7000000,22400000,6,649,12200000,9900000,17800000,8900000,Approved,48800000,0.3125,600-699,250L-10C,5-10
3579,3579,3579,3580,2,Not Graduate, No,8900000,23100000,4,519,22800000,500000,25200000,4700000,Rejected,53200000,0.3852813852813853,500-599,250L-10C,0-5
3580,3580,3580,3581,3,Graduate, Yes,3100000,11200000,14,772,3400000,5800000,8300000,2100000,Approved,19600000,0.2767857142857143,700-799,100L-250L,10-15
3581,3581,3581,3582,4,Graduate, No,2200000,6100000,12,330,5500000,2900000,5000000,2200000,Rejected,15600000,0.360655737704918,300-499,100L-250L,10-15
3582,3582,3582,3583,5,Not Graduate, Yes,7100000,21500000,4,557,8900000,8000000,26400000,4000000,Approved,47300000,0.3302325581395349,500-599,250L-10C,0-5
3583,3583,3583,3584,4,Graduate, Yes,8200000,19000000,6,334,24500000,6800000,28600000,10200000,Rejected,70100000,0.431578947368421,300-499,250L-10C,5-10
3584,3584,3584,3585,3,Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000,Rejected,66200000,0.3450704225352112,300-499,250L-10C,10-15
3585,3585,3585,3586,2,Graduate, Yes,3900000,9700000,8,539,4400000,7600000,7900000,5100000,Rejected,25000000,0.4020618556701031,500-599,250L-10C,5-10
3586,3586,3586,3587,2,Graduate, Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000,Approved,11700000,0.2716049382716049,700-799,100L-250L,5-10
3587,3587,3587,3588,5,Not Graduate, Yes,600000,1700000,20,879,1100000,100000,2300000,700000,Approved,4200000,0.3529411764705882,800-900,10L-50L,15-20
3588,3588,3588,3589,4,Not Graduate, Yes,6900000,22000000,10,512,6100000,9100000,20600000,3900000,Rejected,39700000,0.3136363636363636,500-599,250L-10C,5-10
3589,3589,3589,3590,2,Graduate, Yes,7400000,27300000,18,561,12600000,400000,27100000,9600000,Approved,49700000,0.271062271062271,500-599,250L-10C,15-20
3590,3590,3590,3591,3,Not Graduate, Yes,4000000,11600000,6,539,5900000,2600000,12100000,4700000,Rejected,25300000,0.3448275862068966,500-599,250L-10C,5-10
3591,3591,3591,3592,3,Not Graduate, Yes,700000,2000000,18,544,800000,1300000,1500000,400000,Rejected,4000000,0.35,500-599,10L-50L,15-20
3592,3592,3592,3593,2,Not Graduate, Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000,Approved,13100000,0.4130434782608695,600-699,100L-250L,15-20
3593,3593,3593,3594,2,Graduate, No,2200000,6800000,20,546,4600000,200000,4500000,2200000,Rejected,11500000,0.3235294117647059,500-599,100L-250L,15-20
3594,3594,3594,3595,1,Graduate, Yes,2000000,5600000,14,569,5000000,1100000,7900000,1600000,Approved,15600000,0.3571428571428571,500-599,100L-250L,10-15
3595,3595,3595,3596,4,Not Graduate, No,7400000,17900000,6,384,13400000,12300000,22400000,4700000,Rejected,52800000,0.4134078212290503,300-499,250L-10C,5-10
3596,3596,3596,3597,2,Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000,Approved,15200000,0.2555555555555555,500-599,100L-250L,5-10
3597,3597,3597,3598,5,Not Graduate, Yes,4000000,15500000,12,517,0,600000,12100000,3500000,Rejected,16200000,0.2580645161290322,500-599,100L-250L,10-15
3598,3598,3598,3599,3,Graduate, Yes,1500000,5800000,18,420,800000,1900000,4100000,1400000,Rejected,8200000,0.2586206896551724,300-499,50L-100L,15-20
3599,3599,3599,3600,2,Not Graduate, Yes,5200000,12900000,18,644,400000,5000000,12000000,7500000,Approved,24900000,0.4031007751937984,600-699,100L-250L,15-20
3600,3600,3600,3601,2,Graduate, No,5400000,14500000,8,349,10800000,4800000,21100000,6600000,Rejected,43300000,0.3724137931034483,300-499,250L-10C,5-10
3601,3601,3601,3602,3,Graduate, No,7700000,25300000,18,662,3400000,11400000,19100000,9900000,Approved,43800000,0.3043478260869565,600-699,250L-10C,15-20
3602,3602,3602,3603,0,Not Graduate, Yes,1900000,6400000,20,704,900000,3400000,5300000,1900000,Approved,11500000,0.296875,700-799,100L-250L,15-20
3603,3603,3603,3604,4,Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000,Rejected,47900000,0.4129032258064516,300-499,250L-10C,0-5
3604,3604,3604,3605,5,Graduate, No,700000,1700000,18,757,1900000,200000,2100000,600000,Approved,4800000,0.4117647058823529,700-799,10L-50L,15-20
3605,3605,3605,3606,3,Graduate, Yes,5800000,23000000,16,361,6000000,10100000,23000000,2800000,Rejected,41900000,0.2521739130434782,300-499,250L-10C,15-20
3606,3606,3606,3607,1,Graduate, No,1800000,5400000,4,415,4400000,2000000,5600000,1800000,Approved,13800000,0.3333333333333333,300-499,100L-250L,0-5
3607,3607,3607,3608,5,Graduate, Yes,4300000,13800000,18,618,9600000,800000,14000000,2400000,Approved,26800000,0.3115942028985507,600-699,250L-10C,15-20
3608,3608,3608,3609,4,Graduate, No,8000000,27100000,8,524,16900000,10900000,25600000,8400000,Rejected,61800000,0.2952029520295203,500-599,250L-10C,5-10
3609,3609,3609,3610,0,Not Graduate, No,1100000,4100000,18,887,400000,1300000,2600000,1300000,Approved,5600000,0.2682926829268293,800-900,50L-100L,15-20
3610,3610,3610,3611,2,Not Graduate, Yes,8800000,31100000,12,729,12300000,2400000,21900000,9400000,Approved,46000000,0.2829581993569132,700-799,250L-10C,10-15
3611,3611,3611,3612,4,Graduate, No,4800000,18600000,14,774,10800000,5800000,12700000,6500000,Approved,35800000,0.2580645161290322,700-799,250L-10C,10-15
3612,3612,3612,3613,0,Not Graduate, Yes,200000,700000,20,724,600000,0,500000,300000,Approved,1400000,0.2857142857142857,700-799,10L-50L,15-20
3613,3613,3613,3614,5,Graduate, Yes,1400000,2700000,16,320,900000,2500000,2700000,2000000,Rejected,8100000,0.5185185185185185,300-499,50L-100L,15-20
3614,3614,3614,3615,5,Graduate, No,2500000,6400000,16,590,3200000,3900000,5800000,3500000,Approved,16400000,0.390625,500-599,100L-250L,15-20
3615,3615,3615,3616,5,Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000,Approved,57800000,0.3201581027667984,700-799,250L-10C,5-10
3616,3616,3616,3617,0,Graduate, Yes,6100000,19200000,6,890,13900000,5900000,16700000,7600000,Approved,44100000,0.3177083333333333,800-900,250L-10C,5-10
3617,3617,3617,3618,0,Not Graduate, Yes,2000000,4600000,16,651,2100000,2400000,7200000,1600000,Approved,13300000,0.4347826086956521,600-699,100L-250L,15-20
3618,3618,3618,3619,4,Not Graduate, No,4800000,10100000,12,634,9200000,300000,15000000,6900000,Approved,31400000,0.4752475247524752,600-699,250L-10C,10-15
3619,3619,3619,3620,4,Graduate, Yes,900000,2800000,2,660,1200000,1400000,2400000,900000,Approved,5900000,0.3214285714285714,600-699,50L-100L,0-5
3620,3620,3620,3621,4,Not Graduate, No,1300000,3500000,12,512,3300000,1400000,3200000,700000,Rejected,8600000,0.3714285714285714,500-599,50L-100L,10-15
3621,3621,3621,3622,4,Not Graduate, Yes,4200000,9100000,2,900,6700000,5300000,10900000,5900000,Approved,28800000,0.4615384615384615,800-900,250L-10C,0-5
3622,3622,3622,3623,2,Graduate, Yes,3300000,11100000,20,823,4600000,1500000,11700000,2900000,Approved,20700000,0.2972972972972973,800-900,100L-250L,15-20
3623,3623,3623,3624,2,Not Graduate, Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000,Approved,33600000,0.306338028169014,800-900,250L-10C,10-15
3624,3624,3624,3625,1,Not Graduate, Yes,800000,2600000,2,439,600000,0,1800000,400000,Approved,2800000,0.3076923076923077,300-499,10L-50L,0-5
3625,3625,3625,3626,5,Graduate, Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000,Rejected,47700000,0.4327485380116959,300-499,250L-10C,0-5
3626,3626,3626,3627,3,Not Graduate, No,6900000,18500000,6,360,14000000,0,18800000,9600000,Rejected,42400000,0.372972972972973,300-499,250L-10C,5-10
3627,3627,3627,3628,1,Graduate, Yes,8800000,33700000,14,561,10200000,7100000,25700000,11900000,Approved,54900000,0.2611275964391691,500-599,250L-10C,10-15
3628,3628,3628,3629,2,Graduate, Yes,8600000,32500000,4,758,20900000,600000,18000000,6900000,Approved,46400000,0.2646153846153846,700-799,250L-10C,0-5
3629,3629,3629,3630,2,Graduate, No,5400000,20600000,18,621,11200000,2200000,11600000,5500000,Approved,30500000,0.2621359223300971,600-699,250L-10C,15-20
3630,3630,3630,3631,4,Graduate, Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000,Approved,15300000,0.4915254237288136,600-699,100L-250L,15-20
